,text,root
5063,"Libs cry copious crocodile tears over school shootings and want to take away your guns, but plan a night of rage because they fear they might be restricted from murdering millions of unborn babies. Such frauds.",March_for_life
5064,"A lot of the liberal argument against American conservatives is “I can’t do my kink” or “defund police” or “law is fascism” or “poverty crime is fine” or “abortion is healthcare”.

No.

#WednesdayMotivation #ABORTIONS #SCOTUS",March_for_life
5065,"Reminder that if rioting breaks out over Roe v Wade:
The police will likely not stop it. It is up to you to protect your community. 

Learn from Uvalde and Rittenhouse.",March_for_life
5066,"Roe v. Wade has been overturned.

Thanks be to God!",March_for_life
5067,So cis het men who support the overturning of Roe V Wade are voluntary celibates now? That's super cool. Good for them.,NARAL
5068,"Different type of ""radicals.""

Today, Pelosi called Trump and Republicans radicals for the overturning of Roe Vs Wade and saving the unborn.

But we must remember that Democrats also called Republicans extreme radicals in the 1800s for viewing blacks as equals.

Nothing changes.",March_for_life
5069,"Hey, Missouri. If you are going to ban abortion, how about MANDATING open and honest Sex Education for all students starting grade 7?",NARAL
5070,"Sane Person: “I don’t support killing unborn babies”

Leftists: “I HOPE YOU GET RAPED!!!”",March_for_life
5071,I understand some people are against abortion. That's fine. No one will force you to have one. Now leave the rest of us alone.,NARAL
5072,"My name is Sarah Hammond and I’ve had an abortion past the 6 week mark.

If Doug Mastriano becomes Governor of PA, people like me won’t have legal access to the medical care we need — even for miscarriages like mine.

This is not a drill — this is really happening. #RoeVWade",NARAL
5073,"Not me sending my parents links to abortion fund merch, “help people and get me a mug thanks”",NARAL
5074,"Good Morning and happy Sunday to everyone except the Republicans in Congress who want to pass a national abortion ban.

We the People will show up on Election Day and defeat these radical right-wing religious fanatics.",NARAL
5075,Convinced the Supreme Court overturned Roe V Wade because the NRA wanted more targets to practice on,NARAL
5076,"For you pro abortion people, as you encounter children, which ones do you feel should have been aborted and which of them would you abort now if you could?  Go ahead and display your true evil.",March_for_life
5077,real talk can a jewish person sue for an abortion under the first amendment,NARAL
5078,Abortion pills should be illegal,March_for_life
5079,"after appointed conservative justices lied on the stand about roe, i have a hard time trusting any other republican running in this election that claim they’re for abortion rights.",NARAL
5080,"If men could get pregnant, there would be abortion clinics on every street corner.",NARAL
5081,Liberals March the streets to have the right to kill their unborn child &amp; then stay silent when it comes to the #maxwelltrial on children who are sexually abused. The left hates children 😔,March_for_life
5082,abortion is life affirming,NARAL
5083,"A gun costs $1000.
An Abortion costs $750+.
Let's save money.
A condom costs $10.
Self Defense tools like an alarm or pepper spray cost $10-$100.",March_for_life
5084,Maxine Watters is calling for pro abortion groups to go apeshit!,March_for_life
5085,"Give me the list of states who are outlawing abortion so we can ensure where 70% of Americans will not visit, not do business, boycott on every single level. @gop @senategop @housegop @rnc @rncchair @GOPLeader @LeaderMcConnell @uschamber @fedsoc @fdrlst @USSupremeCourt3 @ap @dccc",NARAL
5086,"BREAKING: @CNN @reliablesources topic 'Execs remind reporters not to take sides on social media' on the topic of #RoeVWade.. 🤔🤣🤣🤣

Then again, the conclusion was 'too much attention was given to the religious perspective' so.. typical #disinformation #propaganda.
#CNNExposed",NARAL
5087,"Important access to abortion pills by mail. 

AidAccessUSA",NARAL
5088,Abortion is murder!!,March_for_life
5089,"I Hate to Break this to the #left but even most #Communist countries have only supported Abortion to save the mother's Life example below 👇

Angola

Abortion remained prohibited in Angola, and was only allowed in order to save the mother's life.",March_for_life
5090,"A fun thing I like to do over on my large-ish IG platform is to go ahead and dump a bunch of controversial abortion/cultural hot-takes and then close the app and take my kids to the arcade.

One of the benefits of being my own boss.
I say what I want. 🙌🏻🔥",March_for_life
5091,I cringe at how my former self would react to roe vs wade,NARAL
5092,Apparently wearing a shirt with the American flag on it the day after Roe v. Wade is overturned triggers a lot of people... 😏 ( I actually wore it because it was new and it's almost the 4th of July),March_for_life
5093,"It’s another beautiful morning in post-Roe America!!  😍☀️😍 
Roe =💀 
#roeisdead #RoeVWade",March_for_life
5094,In Alabama now performing an abortion at any stage of pregnancy is a felony unless the mother’s health is in danger. It does not provide any exceptions for rape or incest.,NARAL
5095,"i knew roe v wade was going to be overturned, but it still hurts and im still in denial",NARAL
5096,"Today, SCOTUS overturned the constitutional right to abortion.

This decision rips away the ability of millions of women to decide what to do with their own bodies.

Abortion care is a fundamental human right &amp; we won't stop until those rights are enshrined into law through WHPA",NARAL
5097,"Proverbs 6:16-19 ""These six things the LORD hates, Yes, seven are an abomination to Him: A proud look,a lying tongue, Hands that shed innocent blood (abortion), A heart that devises wicked plans, feet that are swift in running to evil, A false witness who speaks lies...""",March_for_life
5098,"1. Remove all traitors from the Senate.  NOW.
2. Codify full abortion rights, beyond Roe.
3. Impeach six justices.

@SenateDems",NARAL
5099,"""the Supreme Court may soon send Roe v. Wade to the ash heap of history where it belongs"" 
~Vice-President @Mike_Pence  
He was right 
#lifewins",March_for_life
5100,Is Jesus! Roe v Wade is overturned! God is good!,March_for_life
5101,"How many right to lifers have ever had an orgasm, a baby, more babies than they wanted, a disabled child, had an abortion, used birth control, had recreational sex, were raped, adopted or fostered a child, had premarital sex? The list goes on. I want answers.",NARAL
5102,"I’m convinced most of the people who are so adamant about abortion, I’ve never actually watched the operation. When I try to post a picture of an aborted babies on Instagram, people who’ve you at have to consent to seeing it. For being a normal procedure why do people need to be",NARAL
5103,"They went from “shout your abortion” and “it’s just a clump of cells” to “here’s my medical horror story and I was devastated to make that choice, but it saved my life” REAL QUICK.",March_for_life
5104,"#RoeVsWade #RoeVWade 

If you want an abortion law, with specific stipulations, start calling your state representatives. Acting foolish in the streets is not the answer. You look like clowns.

🤡🤡🤡🤡",March_for_life
5105,If you live in a state that suddenly forbids abortion don’t be afraid to move #usa #RowVWade #AbortionRightsAreHumanRights #prochoice,NARAL
5106,"Churches in America only protest abortion clinics because the weak and defeated are easier to prey on. 

They know if they protested outside of a bar or strip club, they'd get their ass beat.",NARAL
5107,"Proverbs 21:15 When justice is done, it brings joy to the righteous but terror to evildoers. 

The world will tell you that righteousness is evil. Abortion is murder.

Romans 12:2 Do not be conformed to the patterns of this world but be transformed by the renewing of your mind.",March_for_life
5108,"Hey #democrats #liberals…

If a woman is pregnant and someone kills her, how many murder charges does that person receive if both die?

Asking for a friend.

#RoeVWade #RoeVsWade #America #USA #world #women #pregnancy",March_for_life
5109,The Harlot (HRC) of Babylon is upset over Chief Justice Clarence Thomas's ruling overturning Roe Vs Wade.,March_for_life
5110,Abortion is on the top of my list. I don't care how high gas goes or how many ships are backed up at a port. A woman has the fundamental right to reproductive choice. I'm voting blue down the line and that is an overriding reason.,NARAL
5111,"If only people got up in arms about unfair taxation as they did with abortion and other civil issues.
I guess that sort of widespread attitude hasn't been seen since the founding fathers.",March_for_life
5112,One more time for the people in the back: #abortion is not a human right.,NARAL
5113,"People that want an abortion,  will get one,somehow someway...",March_for_life
5114,Women deserve better than abortion. #RoeOverturned,March_for_life
5115,"I wonder what other things I am going to have to get a man’s permission for? #Abortion 

Will my credit card still work?  Can I drive my own car?",NARAL
5116,"IF YOU DON'T WANT TO HAVE AN ABORTION, THEN DON'T, THAT'S WHY ITS CALLED CHOICE",NARAL
5117,"IT WAS NEVER A CONSTITUTIONAL RIGHT TO HAVE AN ABORTION.
Do I need to repeat again ? Okay ?",NARAL
5118,If the republicans get control of congress and senate this year. They must ratify the constitution to make sure that abortion can absolutely never happen as long as America is a Nation! They must do the same when same sex fake marriage is overturned. It must be DONE!,March_for_life
5119,"Ron DeSantis' law banning abortion after 15 weeks goes into effect on July 1st. But he won't stop there now that Roe v. Wade is overturned.

Florida needs an Attorney General who will refuse to enforce these cruel, unsafe laws. That person is me.",NARAL
5120,"New law:  MANDATORY Vasectomies for every man who causes an unwanted pregnancy. 

#MyBodyMyRights #RoeVWade #SCOTUSIsCorrupt #RepublicansAreDestroyingAmerica #RepublicanShariaLaw #Equality #VoteThemAllOut2022 #GOPCowards #GOP",NARAL
5121,"Roe v Wade lasted a total of 18,050 days and during that time at least 63 million abortions took place which adds up to about 3,490 abortions daily! That is 500 more than were killed on 9/11!",March_for_life
5122,"America: The only country that can ban Juuls, abortion and try and restrict the rights of many but let you have all the guns you want. God, I hate this country sometimes!",NARAL
5123,The left loves abortion because the left hates the nuclear family. Decades of devaluing the family has caused mental illness to thrive. Imagine a world where motherhood and family are celebrated and supported.,March_for_life
5124,"God wins, Roe v wade was overturned on the Day of the Sacred Heart Of Christ Jesus. This Is a sign, we are going to enter a new age of truth if we only fight to the bitter end against the Liberals EVIL propaganda!
Truth will not EVER DIE OUT!#Truth #SacredHeart #JesusIsLord #Fact",March_for_life
5125,"All people seeking an #abortion need it, they are not ""wishing to end a pregnancy."" Need is subjective and personal. Calling it a wish is inappropriate and insensitive.",NARAL
5126,"25% of Women have an abortion.
That’s the tweet.
#CodifyRoeNow",NARAL
5127,"Nobody's talking about banning abortion, we just need some common sense abortion regulation that will protect children. This should limit abortion to a point at which the pregnancy may be ended without killing the child. You can still abort your pregnancy, without harming a baby.",March_for_life
5128,"I want the media to spotlight every woman who dies because of this decision!

Every ectopic pregnancy, every septic uterus, every miscarriage that fails to pass through a woman’s body.

They need to know what they voted for! #RoeVsWade #RoeVWade #AbortionIsHealthcare",NARAL
5129,"Has anyone heard from the ""abortion is okay because it's legal"" folks since the overturn? Are they okay?",March_for_life
5130,"Merrick Garland makes clear DOJ's position that states cannot ban the abortion pill:  ""the FDA has approved the use of the medication Mifepristone. States may not ban Mifepristone based on disagreement with the FDA’s expert judgment about its safety and efficacy.""",March_for_life
5131,Looks like we need a new “underground railway” to get women to where they can have a safe abortion. I am continually amazed at the anti abortion fervor of the extreme right. I do mean fervor. Their insistence on imposing their point of view is unbelievable &amp; Unamerican.,NARAL
5132,"getting back to reality, roe v wade, said, that a person has a right to privacy...wasn't that it.",NARAL
5133,"Roe vs Wade did not hurt anyone. It just reassured women that they have the fundamental right of choice on their bodies &amp; lives. No federal money was used for abortions unless woman was raped,incest,life in danger! But now the courts gave the states the right to control your life",NARAL
5134,"Folks, you know what I’ve come to believe? BOTH parties are playing citizens for fools. Dems establishment talk diversity but endorse anti-abortion candidates. At least the soulless GOP respect it’s base &amp; won’t stop till they pass bills or judges that appease them. Dems cave",NARAL
5135,"This crisis will trigger a huge social alliance. Not only support for women in need to travel to another state seeking an abortion, but also, real solidarity with the LGBTQ+ community after the threat made by Thomas.

This should not be underestimated by anyone.",NARAL
5136,Roe v. Wade’s fifty-year reign of terror is ended. 🙏🏼,March_for_life
5137,"The status quo has changed.People used to vote for GOP because they liked the fiscal policies &amp; since abortion was settled law they could ignore the bluster about ending abortion and other rights.
It’s all changed. It’s real.
Now how will you vote?
#Midterms2022 #Elections2022",NARAL
5138,"The Lefts position: Guns bad, abortion on demand good. They are incapable of understanding the important details outlining policy. Toddlers crying uncontrollably. Temper tantrums. Neurological deterioration. That's what this is. Unbelievable.",March_for_life
5139,"Ladies and the gents who support a woman's right for reproductive freedom, I highly suggest if you have HBO Max go watch ""The Jane's"" see exactly what we fight for from the ladies who lived it before us.  #RoeVWade",NARAL
5140,"Hi I need everyone who had an abortion in a state with existing state trigger laws or criminalization at the time of your abortion to delete/erase any mention of it. While ex post facto exists, do not trust this legislative system. Be careful♥️",NARAL
5141,Thanks to the Court who have given Humans in the womb who we all were for overturning roe vs wade to let states choose if they give rights to the weakest of all and stop this madness of murder on demand God bless the child who was all of us,March_for_life
5142,"Abortion is not compassion.
Abortion is not compassion. 
Abortion is not compassion.
Abortion is not compassion.
Abortion is not compassion.
Abortion is not compassion.
Abortion is not compassion.
Abortion is not compassion.
Abortion is not compassion.",NARAL
5143,"The DemonKrats abandoned Roe v. Wade a long time ago. Instead, they stand for abortion on demand, partial birth abortion,
Infanticide. How do we know?  Because that is was the bill introduced by DemonKrats a few mths ago. It was defeated as it was so radical.",March_for_life
5144,"When #DobbsvJackson draft leaked I learned as much as I could on how to get involved
 
I want to share with you now
 
If you’re afraid of #abortion activism this thread is not for you, but I hope it’s clear that being told we can’t be activists is a way to limit our power",NARAL
5145,"March for Life, Sat July 2nd, 1.30 pm Parnell Sq, Dublin.
March, publicise, fund, leaflet, organise buses, parishes, spread.

Roe has fallen. STOP Irish Repealers abortion killing slaughter of Irish unborn babies NOW.",March_for_life
5146,"I DONT WANT TO WORK FOR A COMPANY THAT PROVIDES TRAVEL FOR ABORTION BUT WONT IF IVE USED ALL MY PTO. I WANT TO BE AN EQUAL CITIZEN. 

FUCK OFF WITH YOUR CAPITALISM WORSHIP. They all donate to the GOP.",NARAL
5147,"How many women know they are pregnant at 6 weeks? 
Mind you that is your cutoff date for an abortion in South Carolina. 
Who’s kidding who here🤬
Silly like a fox old man McMasters",NARAL
5148,"Republicans, please, this is me begging, just stop for a month. Please. I need a breather. You just made abortion bans legal, and now you're going for gay rights and every civil right there is, all right after each other. Just stop, please",NARAL
5149,"For the record, I do think awareness and phrasing that more than just cis women can get pregnant is important but I'm also aware that the vast majority of these motherfuckers aren't able to conceive of such a complication and outlaw abortion specifically out of misogyny.",NARAL
5150,ROE v. WADE OVERTURNED!!! What a moment to be alive. 👏🏻❤️🙌🏻,March_for_life
5151,"Doctors don't reccomend having an abortion as early as 6 weeks, or didn't when I had to go in and have an abortion for the zygote that my Rh- blood was attacking as a foreign virus back in the early 1990's.",NARAL
5152,"As the legality of helping folks access abortion becomes rocky in AL, I'm committed not only to helping folks seek abortion, I'll also be ensuring my free pantry is stocked with pregnancy tests, baby food, formula, diapers, and sexual wellness info/items.",NARAL
5153,"Fuck you Susan Collins.
#RoeVWade #SCOTUS",NARAL
5154,"BREAKING: Louisiana judge blocks the enforcement of a horrific statewide abortion ban engineered to immediately go into effect when Roe was overturned, siding with the abortion groups valiantly defending a woman's right to choose. RT TO THANK THE JUDGE!",NARAL
5155,Us Supreme Court has overturned Roe v. Wade. Glory be to God!,March_for_life
5156,"Looks like abortion ballot initiative is happening in Michigan this year. They got the signatures.

Michiganders, y'all are setting an example for the country. A lot of states will follow.",NARAL
5157,What if we create a work-around for the loss of Roe by instituting a kind of national abortion insurance? No state in its right mind would want to take on the insurance industry in court nor do they have the resources to challenge such a behemoth in court and win.,NARAL
5158,Tbt to when my ex told me that if I got pregnant and didn’t want to have an abortion he would kill himself &lt;3,NARAL
5159,"Companies still do not pay or promote women as much as men

They cannot be trusted with abortion care

Using their influence to encourage you to tell your red state boss you need an abortion is NOT safe or supportive 

Demand they use their influence on politicians instead",NARAL
5160,"#Roe #Abortion The U.S. Supreme Court on Friday upheld a Mississippi abortion ban and overturned the constitutional abortion right established nearly 50 years ago in Roe v. Wade, setting the stage for a massive rollback of abortion rights in many state houses around the country.",March_for_life
5161,Pro life activist have a lot of work ahead of them. Some of these sick liberal states are in favor of killing unborn children until the moment of birth. They condone the selling of baby organs and limbs. They deny all rights of unborn humans to make some twisted women happy.,March_for_life
5162,May Jesus be glorified with yesterday's Supreme Court decision overturning Roe v. Wade AND EVERY DEMON TERRIFIED!!!😱😱,March_for_life
5163,"BREAKING: The Supreme Court has released its decision on Dobbs v. Jackson Women's Health Organization, and Roe v. Wade and has officially been overturned. The impact of this opinion will affect millions of lives now and for generations to come. (1/5)",NARAL
5164,"They call us “alarmists” for being afraid of whats happening next when we’ve been screaming for YEARS about roe v wade and look what happened. 
We’re seeing the trend and we understand history.",NARAL
5165,I think we've figured out who the six worst co-workers are in America. #RoeVWade,NARAL
5166,"Left wingers aren’t melting down over abortion rights,because todays decision didn’t end abortion rights,it only returned the debate over how to regulate it to elected state legislators

The reason they’re hysterical is because Roe allowed them to avoid having those debates",March_for_life
5167,"And @POTUS just talks never once tried to codify it &amp; like most just TALK! Let me guess they will fundraise off it &amp; do NOTHING! Prove me wrong I will praise Democrats otherwise Talk is CHEAP! 
#roeoverturned #RoeVWade",NARAL
5168,"Someone you love may need an abortion one day, and will die or be arrested for seeking the care they need.",NARAL
5169,"Access to safe abortion services for women including sex workers is a universal right.
Criminalising safe abortion is killing women
#stopkillingwimen
#safeabortion
@GlobalFundWomen 
@GlobalSexWork 
@Lasterbosire 
@BlackFemFund",NARAL
5170,"Roe v. Wade repealed as unconstitutional today! Landmark decision! 
Let the celebrations begin! No more Federally protected baby murders allowed in America!",March_for_life
5171,I believe pro choice supporters are afraid to let this go to the voters because they know we won’t put up with abortion extremes.,March_for_life
5172,The #SupremeCourt has correctly ruled there is no right to #abortion under the #Constitution. Great news for the unborn babies. Roe v. Wade has been reversed!,March_for_life
5173,"Whether you agree with abortion or not is a matter between you and your personal belief system and the issues you may or may not be facing in your life. No one has the right to impose their own personal religious convictions or ill-informed medical ""understanding"" on anyone else.",NARAL
5174,I feel so sick about Roe vs Wade being overturned. Next on their list is contraception. This is all about controlling people’s bodies.,NARAL
5175,"Abortion Rights were made as a form of GENOCIDE  against Black and Hispanic  Communities. Don't trust politicians  they're LIARS, that's why they hate President Trump, and anyone who  stands for TRUTH.",March_for_life
5176,What position does The Religion Of Peace hold on abortion?  And is that going to contribute to further schism in The Demonrat Party?,March_for_life
5177,Now abortion is NOT called child sacrifice. And the victims are NOT called children. Different terms are used in an attempt to hide the reality of what is actually happening in this modern-day holocaust.,March_for_life
5178,"If you put the American flag up on your porch This Fourth of July, I will interpret that as you agreeing with the supreme court decision to overturn roe vs wade.",NARAL
5179,"People can have an abortion for reasons other than rape or maternal life saving measures. Maybe someone just doesn’t want to be pregnant. Or is in a horrible living situation. Mind your business, it has nothing to do with you. Abortion is essential healthcare.",NARAL
5180,"We need a #metoo movement for women to share their abortion stories to unite as a majority, raise awareness, reduce shame and have collective influence. What would be a good hashtag? #mybodymychoice #RoeVsWade #AbortionRightsAreHumanRights #AbortionIsHealthcare #abortionrights",NARAL
5181,The issue of abortion goes back to the states.,March_for_life
5182,"ROE V WADE WHO!?

WE DON’T KNOW HER ANYMORE SIS",March_for_life
5183,"A majority of the states are still allowing abortion up to 15 weeks. That’s almost 9% of the abortions. Unless you’re state says none at all, almost everything is the same. They have computers in their hands, but can’t educate themselves. Morons",March_for_life
5184,"Birth control was the single most important step toward getting women into the workforce in large numbers. If you think the SC is going to stop with abortion, you’re wrong. Don’t be a Susan Collins. Don’t be fooled by people who are clearly lying. Act now. We can save ourselves.",NARAL
5185,Shilling for the homicide of unborn children is not a good look for anyone.,March_for_life
5186,Whatever decision is made today about abortion whether I agree with it or not I would never hurt others or threaten justices for the opinion of the court.,March_for_life
5187,Part of the Roe V Wade decision was that the right to abortion is not absolute and must be balanced against the government's interests in protecting women's health and prenatal life. #RoeVsWade #RoeVWade #roevwadeoverturned @SCOTUSblog,March_for_life
5188,Abortion is not health care its murder,March_for_life
5189,26 states out of 24 banning barbarism and barbaric child sacrificing abortion is not in the constitution or a constitutional right or federal law period it is anti American and anti human it's not normal to want to kill a unborn baby because your too stupid to take proper care,March_for_life
5190,The amount of racism Clarence Thomas is receiving over Roe v Wade is disgusting. Absolutely disgusting.,March_for_life
5191,"OH DAMN Pelosi had to put down the vodka and come out and speak against Roe V Wade overturn

GO TO HELL",March_for_life
5192,"Mr. President, can't you issue an Executive Order reversing the SCOTUS's reversal of Roe v. Wade?",NARAL
5193,"Anyone else feel like Republicans would be more open to abortion if the method involved shooting the fetus with a tiny AR-15?
#RoeVsWade 
#istandwithwomen",NARAL
5194,"Safe Abortion Care Charity Stream!

We have milestones, FFXIV Mogstation giveaways and most importantly we are raising funds for 2 great causes @NARAL and @TEAFund! Courtesy of @softgiving.

Let's have a good time while standing up for what is right!

Link Below!",NARAL
5195,Perhaps the people making decisions about our bodies should sit in on a home abortion. @ 13-years-old my stepmother tried to terminate my #rape #pregnancy to save her 22-year-old #rapist son &amp; 32-year-old family friend that had been sexually abusing me for 2 years. #childmarriage,NARAL
5196,Probably not a coincidence that SCOTUS reinforced the right to bear arms before striking down Roe v Wade.,March_for_life
5197,"I am sorry, but the fact the Dems are lying to people to get them riled up is appalling.
It's really sad there are so many people that are ignorant.

What is the big deal about abortion decisions going back to states rights?",March_for_life
5198,"Protests break out across the US after Supreme Court overturns Roe v. Wade
PROTESTS CHANGES NOTHING
BUT YOUR VOTES CAN CHANGE EVERYTHING!",NARAL
5199,Roe V Wade will taught the same way we teach Plessy V Ferguson: as a horrible decision that made our country worse.,March_for_life
5200,"The willingness of corporations to adopt every position of the Democratic Party is amazing.  

Why would a sports team release a DNC-style statement on abortion?

Dems and GOP basically split the vote, why alienate half the population?

Makes no sense from a business perspective.",March_for_life
5201,"A national ban on abortion is coming
And what will they do after that bc they will not stop there
ANYONE WHO VOTES RED VOTES FOR SLAVERY
ANYONE WHO DOESN'T VOTE VOTES FOR SLAVERY
YES SLAVERY IN AMERICA IS ON THE WAY BACK
#VoteBlue",NARAL
5202,God's heart goes out to the unborn. Does ours?,March_for_life
5203,A woman who worked at an #abortion clinic even said they don't ever do abortions because of #medical reasons. #RoevsWade,March_for_life
5204,Hi! You can be angry about the Court overturning Roe v. Wade without being islamophobic 🙄,NARAL
5205,"I am grateful, yet furious, that, if necessary, we can afford to fly our daughter to a safe state if she needs an abortion. We’ve also ordered a quantity of Plan B &amp; M&amp;M for women who might need it.",NARAL
5206,"Wow, @NBC interviewing PRO-LIFE suporters on their victory and their plans to keep fighting abortion...",March_for_life
5207,"Can we give SCOTUS an abortion please? It's full of unwanted, non-viable human cells.",NARAL
5208,"The grossest men among us will use the overturning of Roe v Wade as an opportunity to victimize women but especially in places where abortion is banned. There are fuckers out there just that sick. Please be safe, go no where alone.",NARAL
5209,Bye Bye Roe v Wade! Go back to hell where you came from! #UnbornLivesMatter,March_for_life
5210,"If you need a safe haven to stay after your abortion in NY, I extend my home and love to you.",NARAL
5211,"In 2013, I was in a horrible #lupus flare; it caused damage to my heart &amp; I was having uterine bleeding requiring blood &amp; iron transfusions. Severe PI from my underlying #CHD, on top of debilitating lupus symptoms, made simple tasks impossible. I was 32.  #TOF #ACHD #RoeVWade",NARAL
5212,white people love to say “i never talk about politics but this has crossed the line!” when and only when it’s about abortion and it’s too late,NARAL
5213,"Absolutely nauseating to see Roe v. Wade being overturned by a group of ghouls and monsters.

Abortion is healthcare. It should be a right provided safely to everyone who needs it.

If you're a mutual from the US, you can find me on DMs or Discord.",NARAL
5214,Speaker is now urging the crowd to take abortion pills and tell medical professionals they’ve had a miscarriage.,March_for_life
5215,"Boy it’s gotta be pretty fucked in America if companies won’t sign on to a fair wage, healthcare for all employees, paid leave for childbirth, but they will help pay for employees to travel to get an abortion - what the literal fuck America?",NARAL
5216,Well based on the pro baby dismemberment abortion peeps &amp; those saying they are praying to sA tan at football games it all makes sense. Demonic forces love dead babies.,March_for_life
5217,"Dear Leftists, 

Please show us exactly where in the Constitution it gives women a right to abortion. 

We’ll wait…

#RoeVWade",March_for_life
5218,"Nobody is pro abortion.

People are pro mind your own fucking business.",NARAL
5219,I was raped by my stepfather from the age of 2-16. Only stopped because I left. I was lucky to not need an abortion. My situation isn’t uncommon and my heart breaks for those GIRLS who will now be forced to birth their abuser’s spawn. #RoeVsWade #AbortionRightsAreHumanRights,NARAL
5220,"Democrats are outraged that abortion is no longer guaranteed by the federal government, just like they were outraged when Abe Lincoln freed the slaves. #RoeOverturned",March_for_life
5221,"#MHT #NHPolitics 1) Why are the @ManchesterDems so fired up about abortion?  Why is the ability to kill children their #1 focus?  Should not preserving LIFE, not more killing, be the main focus of the ruling party of a city that has crime, drug, school, &amp; homelessness issues?",March_for_life
5222,"The ultimate irony?

Roe v. Wade was legally aborted.

Karma has a wicked sense of humor.",March_for_life
5223,"There is a difference between spontaneous abortion (i.e ectopic pregnancy, miscarriage) and elective abortion, please stop spreading misinformation.

#Abortion #ectopicpregnancy #miscarriage",March_for_life
5224,"I'm waiting on AOC's new plan, abortion clinics in outer space.",March_for_life
5225,Still waiting for anyone opposed to overruling Roe v. Wade to explain how it was legit to begin with.,March_for_life
5226,Abortion is NOT a Democrat issue. Say it with your whole chest. NO ONE should be in office or have any power who hates over half the population. It should not be socially acceptable to oppose abortion. Politicians &amp; physicians who do not support abortion should be persecuted.,NARAL
5227,"Honestly, I’m kind of concerned I’ll lose friends over my pro-life abortion stance",March_for_life
5228,Great day for the US! Overturning Roe V. Wade has been a long time coming. We can finally curtail one of the most egregious sins there is - murder of innocent souls. Big step in the right direction for our country and a day I’ve been looking forward to for a long time. 🙏🙏🙏,March_for_life
5229,"""and a lot of people like well this is taking away women's rights and i'm like no it's not you know what i'm saying? ""Abortion is health care"" uh no full stop no it's not, okay?""

This is a quote from LG, streamer for InControl, and no statement has been made from the org STILL",NARAL
5230,Abortion is murder for convenience!,March_for_life
5231,Pregnancy is not a one size fits all for women. Women have different bodies and medical issues and what may present as a life threatening issue.Different religions don’t see abortion as murder. We are supposed to have freedom of religion!  #WomensRights,NARAL
5232,I'm so thrilled to be able to go to california in the coming weeks to join the protesters marching for abortion rights so i need your help i need sign ideas anything is appreciated:)))),NARAL
5233,I’m outraged at the #DobbsvJackson decision. Geography is now ONE more barrier to abortion. Go vote. Elect women. #RoeVsWade #copolitics #coleg #jennyforhd34,NARAL
5234,"Public money already being allocated by Democrats in charge here in King County, Seattle, Washington, to pay for abortions for those coming to Washington. Gov has promised expansion of abortion.",March_for_life
5235,"There are a lot of lies being told around abortion and availability and who's affected.

This is just me, but if you lie to me I'm not gonna listen to you. If you need to lie to forward your cause, I'm not going to trust that cause. If you believe in abortion then say so.",March_for_life
5236,Fun Fact: abortion was both known about and practiced during the time of Jesus. Yet he didn’t say jack shit about it.,NARAL
5237,Imagine a woman fighting with her husband to keep an unborn baby instead of give it up for adoption even though it doesn’t belong to her husband (unbeknownst to him) because his dad acts rich and wants a brown grandkid asap,NARAL
5238,"If anyone kills a pregnant woman in any situation, it's a double murder. But abortion is not murder they say. I'm not buying it.",March_for_life
5239,Anyone opposing abortion do NOT bother me today because I will not be nice.,NARAL
5240,"TX provides an exception for med. emergencies incl. “a life-threatening physical cond. aggravated by, caused by, or arising from pregnancy that places the mother in danger of death or serious risk of substantial impairment of a major bodily function unless abortion is performed.”",March_for_life
5241,Why do libs try to justify not caring at all about the mass murder of unborn babies by telling us that we only care about getting them born and that we don't care about them anymore once they are born? That post birth care should be up to their parents anyways too.,March_for_life
5242,Roe v Wade has been overturned! This is one of the most significant rulings in my lifetime. So thankful and praising God for todays ruling. Thank you #SCOTUS for making a stand to protect the most vulnerable.,March_for_life
5243,"Abortion is disability justice. As disability justice advocates have asserted - there is no freedom in a system that controls our bodies. Bodily autonomy is a basic human right, and it must be protected.",NARAL
5244,Lol Didn’t Biden say no amendment is absolute?  Hey Abortion was not an Amendment anyhow.,March_for_life
5245,"Every woman that supports abortion, needs to go on a no sex strike. Strike until the law changes.",March_for_life
5246,"These are the terms to use!!!!
Either- 
Pro-choice or Pro-life

The media uses the terms ""anti-abortion""
And ""pro-abortion"" depending on which side of the issue they sit.

STOP TRYING TO MANIPULATE US!!!!!!",March_for_life
5247,If you can’t handle people making thought experiment analogies between abortion and vasectomies please unfollow me. This is ridiculous.,NARAL
5248,"Right now we are all mobilizing around providing abortion care to those who need it across state lines, via injunctions, via pills by mail, via organizing votes and donations. 

But what is the plan when SCOTUS upholds a national ban on abortion?",NARAL
5249,"Pot laws- people move
Taxes- people move
Gun laws- people move
Abortion- people will move
We don't care how much you cry.",March_for_life
5250,"Do you want Pennsylvania's abortion laws to change?

Are you willing to make any compromises?

Perhaps if we set aside the extremist rhetoric on both sides, talk it out a bit, we might be able to get back to enjoying life instead of screaming all day and all night.",March_for_life
5251,"I like the idea that I shouldn't care about abortion bans because I'm a lesbian. My sweet summer child, I wish I could opt out of knowing about miscarriage, ectopic pregnancies, birth defects, and rape because I'm a stupid man asking women stupid questions.",NARAL
5252,"Fewer than a third of people can name all three branches of government, how many people will think that Biden banned abortion?",March_for_life
5253,"As a former fetus, I cannot support abortion.",March_for_life
